"","X","phyD_FLT_c1.which.mclass....9...1."
"2394",2394,"AT5G03160"
"257",257,"AT1G19450"
"864",864,"AT2G06530"
"1538",1538,"AT3G20920"
"2678",2678,"AT5G25350"
"1932",1932,"AT4G04630"
"106",106,"AT1G07840"
"928",928,"AT2G19570"
"929",929,"AT2G19572"
"1199",1199,"AT2G44430"
"671",671,"AT1G70330"
"1546",1546,"AT3G21550"
"3054",3054,"AT5G64420"
"183",183,"AT1G13300"
"290",290,"AT1G21930"
"1435",1435,"AT3G13222"
"1732",1732,"AT3G53180"
"1739",1739,"AT3G53750"
"408",408,"AT1G32380"
"36",36,"AT1G03090"
"1466",1466,"AT3G15260"
"3107",3107,"ATCG00040"
"1993",1993,"AT4G13530"
"90",90,"AT1G06550"
"3019",3019,"AT5G62270"
"2494",2494,"AT5G11640"
"1743",1743,"AT3G54190"
"453",453,"AT1G47250"
"1497",1497,"AT3G17365"
"839",839,"AT2G03150"
"2762",2762,"AT5G41060"
"250",250,"AT1G18480"
"3036",3036,"AT5G63470"
"3025",3025,"AT5G62640"
"892",892,"AT2G16710"
"265",265,"AT1G19968"
"1475",1475,"AT3G15710"
"1356",1356,"AT3G07660"
"2400",2400,"AT5G03560"
"1836",1836,"AT3G61050"
"1177",1177,"AT2G42190"
"2569",2569,"AT5G16730"
"1011",1011,"AT2G27310"
"2308",2308,"AT4G35790"
"939",939,"AT2G20580"
"1006",1006,"AT2G27050"
"2978",2978,"AT5G58950"
"1042",1042,"AT2G29560"
"1657",1657,"AT3G47000"
"2773",2773,"AT5G42060"
"2469",2469,"AT5G09390"
"421",421,"AT1G33810"
"2073",2073,"AT4G20410"
"801",801,"AT1G80270"
"2273",2273,"AT4G33910"
"644",644,"AT1G68070"
"1804",1804,"AT3G58600"
"109",109,"AT1G08130"
"818",818,"AT2G01090"
"2356",2356,"AT4G38790"
"17",17,"AT1G01920"
"2442",2442,"AT5G06600"
"1672",1672,"AT3G48050"
"2646",2646,"AT5G22770"
"439",439,"AT1G42480"
"2331",2331,"AT4G37280"
"1504",1504,"AT3G18000"
"490",490,"AT1G50320"
"1091",1091,"AT2G34730"
"572",572,"AT1G61150"
"2813",2813,"AT5G46420"
"321",321,"AT1G25145"
"1912",1912,"AT4G02340"
"2103",2103,"AT4G24240"
"519",519,"AT1G54170"
"2835",2835,"AT5G47920"
"1866",1866,"AT3G63000"
"2905",2905,"AT5G53440"
"2819",2819,"AT5G47060"
"888",888,"AT2G16500"
"1808",1808,"AT3G58710"
"353",353,"AT1G28130"
"995",995,"AT2G26590"
"29",29,"AT1G02680"
"2071",2071,"AT4G20380"
"1404",1404,"AT3G11660"
"329",329,"AT1G25500"
"3065",3065,"AT5G65110"
"2280",2280,"AT4G34131"
"1144",1144,"AT2G39760"
"764",764,"AT1G77660"
"2509",2509,"AT5G12120"
"556",556,"AT1G58180"
"3055",3055,"AT5G64610"
"1395",1395,"AT3G10915"
"997",997,"AT2G26650"
"2185",2185,"AT4G29100"
"865",865,"AT2G06925"
"1979",1979,"AT4G12050"
"1346",1346,"AT3G07170"
"1888",1888,"AT4G00570"
"587",587,"AT1G62640"
"522",522,"AT1G54370"
"732",732,"AT1G75450"
"1045",1045,"AT2G30060"
"2693",2693,"AT5G26710"
"1559",1559,"AT3G22970"
"1749",1749,"AT3G54360"
"369",369,"AT1G29070"
"1711",1711,"AT3G51610"
"142",142,"AT1G09920"
"246",246,"AT1G18150"
"1456",1456,"AT3G14400"
"121",121,"AT1G08560"
"1449",1449,"AT3G14067"
"2592",2592,"AT5G18280"
"2404",2404,"AT5G04160"
"2292",2292,"AT4G34960"
"2945",2945,"AT5G56660"
"334",334,"AT1G26440"
"82",82,"AT1G06210"
"16",16,"AT1G01910"
"912",912,"AT2G18090"
"993",993,"AT2G26430"
"307",307,"AT1G23260"
"2811",2811,"AT5G46340"
"1302",1302,"AT3G04470"
"236",236,"AT1G16916"
"832",832,"AT2G01910"
"1817",1817,"AT3G59660"
"1409",1409,"AT3G12020"
"1300",1300,"AT3G04240"
"1805",1805,"AT3G58640"
"866",866,"AT2G06990"
"1970",1970,"AT4G10710"
"352",352,"AT1G28120"
"2671",2671,"AT5G24760"
"962",962,"AT2G22400"
"1103",1103,"AT2G36070"
"1334",1334,"AT3G06720"
"2337",2337,"AT4G37740"
"1416",1416,"AT3G12180"
"279",279,"AT1G21065"
"2501",2501,"AT5G11810"
"31",31,"AT1G02870"
"2750",2750,"AT5G40020"
"1598",1598,"AT3G26720"
"1535",1535,"AT3G20800"
"2821",2821,"AT5G47370"
"2862",2862,"AT5G49980"
"1507",1507,"AT3G18060"
"1107",1107,"AT2G36380"
"810",810,"AT1G80690"
"2752",2752,"AT5G40200"
"2947",2947,"AT5G56750"
"2884",2884,"AT5G51790"
"904",904,"AT2G17450"
"3058",3058,"AT5G64680"
"532",532,"AT1G55340"
"1005",1005,"AT2G27040"
"2653",2653,"AT5G23090"
"609",609,"AT1G64850"
"2427",2427,"AT5G05680"
"738",738,"AT1G75780"
"1720",1720,"AT3G52240"
"11",11,"AT1G01490"
"2995",2995,"AT5G60570"
"1468",1468,"AT3G15357"
"1870",1870,"AT3G63130"
"2350",2350,"AT4G38545"
"743",743,"AT1G76240"
"2315",2315,"AT4G36210"
"1000",1000,"AT2G26730"
"1795",1795,"AT3G58040"
"2820",2820,"AT5G47080"
"1216",1216,"AT2G45315"
"1057",1057,"AT2G31370"
"120",120,"AT1G08510"
"351",351,"AT1G28100"
"789",789,"AT1G79590"
"2674",2674,"AT5G24890"
"2228",2228,"AT4G31510"
"2864",2864,"AT5G50090"
"2324",2324,"AT4G36980"
"314",314,"AT1G24240"
"1741",1741,"AT3G53970"
"1013",1013,"AT2G27400"
"374",374,"AT1G29400"
"456",456,"AT1G47500"
"580",580,"AT1G62020"
"1671",1671,"AT3G48030"
"224",224,"AT1G15910"
"2264",2264,"AT4G33430"
"2767",2767,"AT5G41790"
"1707",1707,"AT3G51430"
"299",299,"AT1G22880"
"1774",1774,"AT3G56850"
"1839",1839,"AT3G61180"
"430",430,"AT1G34630"
"1727",1727,"AT3G52770"
"2725",2725,"AT5G35690"
"3082",3082,"AT5G65925"
"1641",1641,"AT3G43440"
"2881",2881,"AT5G51510"
"309",309,"AT1G23750"
"2465",2465,"AT5G09290"
"2920",2920,"AT5G54800"
"2574",2574,"AT5G17020"
"1570",1570,"AT3G24050"
"1694",1694,"AT3G50210"
"437",437,"AT1G36310"
"1255",1255,"AT2G47980"
"2720",2720,"AT5G32450"
"2996",2996,"AT5G60690"
"2854",2854,"AT5G49555"
"629",629,"AT1G66590"
"2110",2110,"AT4G24680"
"2888",2888,"AT5G51960"
"835",835,"AT2G02570"
"2274",2274,"AT4G33940"
"961",961,"AT2G22330"
"2334",2334,"AT4G37630"
"1633",1633,"AT3G30775"
"1236",1236,"AT2G46500"
"1252",1252,"AT2G47760"
"3044",3044,"AT5G63880"
"2275",2275,"AT4G33945"
"2652",2652,"AT5G23050"
"1500",1500,"AT3G17590"
"1764",1764,"AT3G55410"
"143",143,"AT1G10140"
"2893",2893,"AT5G52380"
"673",673,"AT1G71070"
"746",746,"AT1G76460"
"364",364,"AT1G28510"
"894",894,"AT2G16800"
"877",877,"AT2G14255"
"1296",1296,"AT3G03870"
"1154",1154,"AT2G40316"
"2801",2801,"AT5G45420"
"1730",1730,"AT3G52940"
"2468",2468,"AT5G09330"
"1151",1151,"AT2G40140"
"2856",2856,"AT5G49640"
"1627",1627,"AT3G29200"
"2677",2677,"AT5G25270"
"1153",1153,"AT2G40290"
"2204",2204,"AT4G30330"
"485",485,"AT1G49820"
"1550",1550,"AT3G22121"
"158",158,"AT1G11200"
"529",529,"AT1G55190"
"2476",2476,"AT5G09920"
"2371",2371,"AT5G01210"
"2218",2218,"AT4G31080"
"1349",1349,"AT3G07430"
"1207",1207,"AT2G45010"
"3037",3037,"AT5G63500"
"941",941,"AT2G20780"
"979",979,"AT2G24500"
"2363",2363,"AT4G39820"
"1219",1219,"AT2G45450"
"860",860,"AT2G05920"
"1503",1503,"AT3G17940"
"1047",1047,"AT2G30160"
"2298",2298,"AT4G35230"
"1884",1884,"AT4G00238"
"815",815,"AT2G01008"
"330",330,"AT1G25530"
"1821",1821,"AT3G59840"
"735",735,"AT1G75680"
"1894",1894,"AT4G00840"
"790",790,"AT1G79650"
"1014",1014,"AT2G27450"
